CustomerID;LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC
A1880;12500;41301;60000;DebtCon;Other;2;0;0;77.233333333;0;12;
A1884;12500;53060;67500;DebtCon;Office;16;0;5;183.63333333;0;15;
A1897;12500;56791;72974;HomeImp;Other;29;0;3;182.0664052;0;24;35.691622815
A1901;12600;80612;93802;DebtCon;Mgr;5;0;0;141.61314558;2;26;40.74903888
A1907;12600;125688;198602;HomeImp;Office;0;0;1;344.7479335;0;16;39.483820073
A1908;12600;86785;110400;DebtCon;Other;0.7;1;;89.066666667;2;27;
A1916;12600;55415;74307;HomeImp;Other;29;1;2;198.8467209;0;23;36.837741045
A1921;12600;37699;59874;HomeImp;Other;22;0;0;114.23595157;0;23;38.682676037
A1922;12600;76002;94236;DebtCon;Other;11;0;0;164.76230423;5;21;39.52570494
A1935;12700;27459;38577;HomeImp;Mgr;16;0;0;72.329572042;0;9;31.605665455
A1942;12700;72164;104220;DebtCon;Office;10;0;0;165.4307821;0;13;37.539963363
A1944;12700;9038;65969;HomeImp;Other;7;1;1;346.58010279;0;22;13.347212679
A1952;12800;66293;92423;HomeImp;Office;27;0;0;169.72388834;1;14;41.232162564
A1956;12800;56516;78392;HomeImp;Other;0;0;1;195.72332191;0;13;27.337441385
A1957;12800;40932;72172;DebtCon;Other;20;0;0;162.04401039;0;16;37.51836575
A1960;12800;;;;;;;;;;;25.132448542
A1971;12800;11986;48309;HomeImp;Office;23;0;0;265.2270609;0;20;28.493861936
A1980;12800;79151;110583;DebtCon;Other;4;0;0;79.371384496;1;13;33.586691632
A1985;12900;94000;;DebtCon;Office;8;0;1;205.93333333;0;19;
A1988;12900;39401;53758;HomeImp;Other;22;0;0;118.64637517;0;23;38.689440621
A1995;12900;92734;114285;HomeImp;Mgr;11;0;0;236.05277279;0;24;28.663416808
A1997;12900;90646;100744;HomeImp;Other;19;0;0;141.20846058;3;23;31.526379711
A2003;12900;31498;42695;HomeImp;Mgr;14;0;0;55.021588949;0;9;31.992753482
A2004;12900;149297;177044;HomeImp;Office;4;0;0;205.8739212;0;56;34.975734174
A2018;13000;64499;86000;HomeImp;Other;1;0;0;109.4;0;19;
A2025;13000;72931;96803;DebtCon;Other;6;0;0;208.67289177;2;18;41.052235012
A2029;13000;39386;53149;DebtCon;Other;4;0;0;110.4779566;1;16;38.521759005
A2035;13000;88614;116994;HomeImp;ProfExe;13;0;2;188.8241991;0;28;32.619501636
A2038;13000;70000;90704;DebtCon;Other;15;0;3;142.16666667;0;37;
A2042;13000;59000;83187;HomeImp;Other;;0;0;292.1;0;20;
A2044;13000;;25425;DebtCon;Other;13;;;90.933333333;2;9;
A2049;13000;43744;60000;DebtCon;Self;22;0;1;21.266666667;1;15;
A2050;13000;94941;120000;DebtCon;ProfExe;0.1;0;0;132.86666667;0;21;
A2066;13000;80277;106799;DebtCon;Other;3;0;0;67.111665924;2;14;37.297772993
A2068;13100;48153;70059;DebtCon;Other;11;0;0;242.6505336;0;18;30.893118223
A2070;13100;74832;98616;HomeImp;ProfExe;6;0;0;101.36228964;1;26;27.021480654
A2072;13100;69259;75149;DebtCon;Office;11;0;0;240.41029194;3;37;40.735604411
A2094;13200;15346;30809;DebtCon;Office;7;0;1;89.652536093;0;16;18.105282019
A2103;13200;59422;88308;HomeImp;Other;;0;0;294.78208459;0;19;29.952554463
A2114;13300;;72583;;;1;0;0;;0;0;3.7204214203
A2115;13300;35000;44195;HomeImp;Other;8;0;0;91.923528914;0;4;35.243120856
A2117;13300;57878;69907;DebtCon;ProfExe;1;0;0;154.48481378;2;35;41.119153488
A2123;13300;86360;116111;HomeImp;Mgr;8;0;0;232.29213861;0;24;32.012701356
A2124;13300;85532;115800;HomeImp;ProfExe;11;0;1;175.1914887;0;27;34.231393529
A2126;13300;74609;115056;DebtCon;Other;6;0;0;77.445106295;2;14;36.869212637
A2133;13300;44952;56394;DebtCon;Other;;0;0;74.435993325;0;14;41.060320697
A2136;13400;131524;148356;DebtCon;Other;4;1;0;110.74174156;2;29;48.340234737
A2137;13400;156455;180313;DebtCon;ProfExe;6;;1;210.71825612;4;25;40.247372799
A2140;13400;102700;121216;DebtCon;;3;0;0;124.56401792;1;25;34.95327869
A2143;13400;98701;129679;HomeImp;ProfExe;10;0;0;179.127926;2;32;29.549283511
A2146;13400;51225;69361;DebtCon;Other;0;0;0;261.18963685;0;21;28.953067713
A2160;13500;59941;69336;HomeImp;Other;29;1;2;182.69566963;1;24;35.51267298
A2169;13500;91734;114906;DebtCon;Other;12;0;0;211.87694515;3;15;38.104208119
A2170;13500;82036;104261;HomeImp;ProfExe;4;0;1;98.417753249;0;33;39.294102796
A2171;13500;109258;126101;DebtCon;;2;0;0;130.77656998;1;25;33.539887477
A2174;13500;47900;135500;DebtCon;Other;2;0;0;276.06666667;5;43;
A2175;13500;42000;62800;DebtCon;ProfExe;6;0;0;153.16666667;2;12;
A2181;13500;116123;145597;DebtCon;ProfExe;3;0;0;290.31077491;0;46;34.69906743
A2187;13500;117321;138746;DebtCon;ProfExe;14;;1;183.26200947;0;33;31.486796668
A2189;13600;66754;80156;DebtCon;Other;5;0;0;238.62182004;3;26;31.552706969
A2209;13600;159591;182585;DebtCon;ProfExe;7;;1;199.69861743;3;25;42.319518305
A2220;13700;74147;92427;DebtCon;Other;7;0;3;181.30579978;0;33;39.272466343
A2228;13700;58788;87260;DebtCon;Office;14;0;0;103.69281836;0;24;36.665318539
A2230;13700;64486;84759;DebtCon;Office;4;2;3;182.18025649;3;29;37.073413461
A2231;13700;86161;106737;HomeImp;Other;22;0;0;135.33270363;4;23;29.409524029
A2251;13800;77130;127000;DebtCon;ProfExe;15;0;0;296.33333333;0;19;
A2252;13800;35807;40700;DebtCon;Other;1;0;0;91.266666667;1;17;
A2259;13800;85969;101664;HomeImp;ProfExe;0;0;0;68.583689736;0;19;36.839422636
A2262;13800;152441;184723;DebtCon;ProfExe;6;;0;217.24212905;3;25;40.827344633
A2265;13800;97778;116814;DebtCon;Other;15;1;3;120.78139621;1;22;23.20471329
A2270;13900;11413;81273;DebtCon;Other;7;0;0;239.08369595;0;14;19.626149514
A2284;13900;144263;167164;DebtCon;ProfExe;8;2;6;111.58860329;5;38;91.612599977
A2287;13900;51653;85578;DebtCon;Other;13;0;0;90.273079432;0;7;41.693377223
A2288;13900;80836;93912;DebtCon;Other;5;2;0;69.268409144;0;20;23.916346606
A2289;13900;127259;194233;HomeImp;Office;1;0;1;341.64350174;0;16;40.107659088
A2304;14000;;;;;;;;;;;25.689710943
A2308;14000;83645;101615;HomeImp;ProfExe;5;0;0;116.33768431;0;26;28.296734839
A2309;14000;67881;93390;DebtCon;;;;;;;;
A2310;14000;;42500;DebtCon;Other;;;;;;;
A2318;14000;65000;;;Other;23;0;3;109.56666667;1;15;
A2331;14100;79345;135554;DebtCon;ProfExe;15;0;0;301.56399129;0;19;29.17813328
A2333;14100;52302;63589;HomeImp;ProfExe;6;0;0;130.34246718;4;8;34.792831648
A2335;14100;54081;68577;DebtCon;Other;8;0;0;237.68227828;0;17;33.089017513
A2345;14200;84718;103804;HomeImp;Other;21;0;0;123.66357507;4;23;30.635348147
A2347;14200;;31671;DebtCon;Other;13;;;82.99126514;2;8;33.215104024
A2350;14200;68750;88627;DebtCon;Other;10;0;1;219.67280084;0;32;34.639961398
A2355;14200;;49060;DebtCon;Other;;;;;;;24.701641997
A2375;14300;85478;113372;DebtCon;ProfExe;9;0;0;190.75304367;1;36;40.778142317
A2381;14300;52608;76936;DebtCon;Other;0;0;0;217.27719188;0;9;34.095384038
A2390;14400;32683;48467;HomeImp;Other;11;0;0;114.41203294;0;10;21.46972396
A2393;14400;78965;90729;DebtCon;Mgr;4;0;0;132.6602719;2;26;39.686959105
A2402;14400;100487;118911;DebtCon;Other;11;0;0;179.34102702;0;27;35.852863711
A2407;14500;;30625;DebtCon;Other;11;;;89.856577087;2;9;33.474513805
A2438;14600;51613;77912;DebtCon;Office;0;0;0;182.88257536;0;25;32.224452406
A2439;14600;86199;95034;HomeImp;Office;;0;0;164.29505001;1;25;41.546002515
A2445;14700;30306;44195;HomeImp;Other;9;0;1;87.431226279;2;12;29.404935156
A2454;14700;94672;;;Other;14;0;1;67.038031911;0;11;40.317434429
A2456;14700;27235;39102;HomeImp;Other;8;0;0;71.420815089;2;11;29.151698162
A2458;14700;33150;46053;HomeImp;Other;8;0;0;76.914717556;2;11;30.69643481
A2462;14700;76931;94245;DebtCon;Other;5;3;0;78.687519875;0;21;25.430314939
A2464;14700;82967;114835;;;;;;;;;34.478073974
A2465;14700;90662;111778;DebtCon;ProfExe;1;1;1;148.42324633;0;33;31.770101546
A2471;14800;53738;66258;DebtCon;Other;7;0;0;240.86344144;0;17;34.532496085
A2488;14800;73887;109451;DebtCon;Other;6;0;0;81.314818639;2;13;33.981408348
A2495;14900;45701;78186;DebtCon;Mgr;5;0;0;125.03135342;1;8;26.343855653
A2506;14900;87391;99494;HomeImp;Other;18;0;0;134.85999691;4;23;29.535058556
A2508;14900;49849;70075;DebtCon;Office;0;0;0;153.69186903;0;25;30.900915596
A2509;14900;97930;113886;DebtCon;Office;3;0;0;267.8272583;0;33;28.420293345
A2517;14900;36120;57095;DebtCon;ProfExe;4;0;0;239.02367545;1;35;38.171623527
A2518;15000;;54869;DebtCon;Office;8;;;;;;
A2526;15000;4734;55500;HomeImp;Other;24;2;0;14.6;1;1;
A2535;15000;83000;114000;DebtCon;ProfExe;18;0;0;207.23333333;0;27;
A2536;15000;40772;62025;HomeImp;Other;;0;1;120.6;2;19;
A2540;15000;;;DebtCon;;0;2;1;91.266666667;1;10;
A2547;15000;18500;19000;DebtCon;Other;2;0;1;20.166666667;0;2;
A2549;15000;71269;97500;DebtCon;Other;9;0;0;118.16666667;1;19;
A2551;15000;;74750;DebtCon;;;;;;;;
A2560;15000;73335;99400;DebtCon;ProfExe;0.5;0;0;273.93333333;2;21;
A2570;15000;102988;130000;DebtCon;Other;1.3;0;0;289.16666667;0;47;
A2575;15000;92000;154000;DebtCon;Mgr;1;0;0;207.96666667;1;19;
A2583;15000;62674;76950;HomeImp;Mgr;8;1;5;249.53333333;0;31;
A2584;15000;;50000;HomeImp;Other;0;3;4;206.96666667;1;45;
A2586;15000;109000;155000;DebtCon;Office;0;3;2;105.5;1;28;
A2591;15000;6124;35000;HomeImp;Other;1.5;1;0;91.266666667;0;5;
A2601;15000;55300;81000;DebtCon;Other;5.3;8;0;259.73333333;4;30;
A2602;15000;166000;182175;DebtCon;;3.5;4;0;74.066666667;2;14;
A2609;15000;125000;177100;HomeImp;ProfExe;10;3;1;221.16666667;0;14;
A2618;15000;;68020;;;1;0;0;;0;0;1.920694367
A2619;15000;27954;79333;HomeImp;Other;;0;0;256.0038054;1;49;42.581948931
A2623;15100;140193;176342;DebtCon;Mgr;11;0;0;248.18841905;0;20;30.080158196
A2625;15100;45351;65481;DebtCon;Other;4;0;0;91.715292521;9;18;39.070153046
A2630;15100;68043;80686;DebtCon;Office;4;0;0;119.67249086;1;20;21.418227456
A2634;15100;;65961;;;0;0;0;;0;0;1.6035079777
A2639;15100;44959;68483;DebtCon;Mgr;27;1;0;279.94798859;1;17;37.180947854
A2641;15100;45579;54065;DebtCon;Other;;0;0;79.757390313;0;15;41.447331871
A2649;15200;58000;77000;DebtCon;Other;0.9;1;0;127.86666667;3;26;
A2652;15200;59544;86360;HomeImp;ProfExe;5;0;0;120.13670832;0;12;27.616333832
A2653;15200;87116;105971;HomeImp;Other;21;0;0;147.94667979;4;24;27.961550213
A2654;15200;47453;73068;DebtCon;ProfExe;20;0;0;196.69969558;0;16;22.383856558
A2655;15200;137128;184660;DebtCon;Mgr;11;0;0;254.35602009;0;21;28.815035637
A2656;15200;102925;114520;HomeImp;Office;3;0;0;137.38937273;0;22;36.44647661
A2659;15200;69320;89644;DebtCon;Other;11;0;0;91.743482377;2;11;31.114929746
A2685;15300;14695;48095;DebtCon;ProfExe;1;0;0;301.65766575;0;16;19.012446366
A2686;15300;83039;99630;DebtCon;ProfExe;8;1;2;354.46029943;;42;38.265951013
A2700;15300;88251;103063;HomeImp;Other;18;0;0;127.56618833;3;23;28.171777473
A2702;15300;109767;117552;DebtCon;ProfExe;0;0;0;125.9425923;0;30;37.68939304
A2703;15300;54412;95123;DebtCon;ProfExe;6;0;0;134.24264794;2;22;35.085720684
A2704;15300;53736;102094;HomeImp;Other;0;0;2;33.449694439;1;10;40.104809597
A2709;15300;78375;108175;HomeImp;Other;6;1;0;82.104836481;0;20;22.50324916
A2714;15400;100848;129454;HomeImp;ProfExe;10;0;0;174.89651925;2;31;28.065590866
A2717;15400;10074;57135;DebtCon;ProfExe;4;0;0;310.36675681;0;16;17.601206169
A2721;15400;63456;96794;DebtCon;ProfExe;3;0;0;85.529362471;0;28;37.362645
A2723;15400;104451;119195;DebtCon;Office;5;0;0;264.76165219;0;34;29.963272776
A2728;15400;47749;74451;DebtCon;Mgr;3;0;0;133.89931229;1;8;27.922034782
A2738;15500;56206;137388;DebtCon;Other;2;0;0;275.52354642;4;42;39.744298707
A2744;15500;25448;39188;;Office;3;0;0;215.59249909;0;16;38.975114989
A2752;15500;48100;67000;DebtCon;Other;15;;;;;;
A2754;15500;38900;60500;DebtCon;Other;8;7;4;95.9;2;53;
A2771;15600;27599;47615;HomeImp;Other;10;0;0;90.327628204;1;12;29.674749569
A2779;15600;63500;80000;DebtCon;Sales;0.2;3;0;104.56666667;2;20;
A2790;15700;75764;97122;DebtCon;Other;5;2;0;70.72519735;0;21;24.431789613
A2793;15700;48093;65686;DebtCon;ProfExe;3;0;0;149.90637879;1;12;30.486361232
A2797;15700;95128;122248;DebtCon;Other;10;0;0;171.02178171;0;27;36.332600416
A2801;15700;60316;80000;DebtCon;Mgr;0.2;1;0;85.2;1;23;
A2802;15700;83761;125860;HomeImp;Other;1;0;0;;0;0;
A2809;15700;40314;60640;HomeImp;Other;25;0;0;255.52746026;0;13;22.540680116
A2814;15700;83830;122719;;;;;;;;;35.165146151
A2819;15800;25344;79736;HomeImp;Other;;0;0;249.9837678;0;50;42.435562666
A2821;15800;89765;111792;DebtCon;ProfExe;1;0;2;143.35553116;1;34;33.058835116
A2826;15800;51163;157644;DebtCon;ProfExe;19;0;0;239.22478943;0;28;20.747520522
A2830;15800;24939;39285;;Office;2;0;0;209.03744147;0;16;38.888128371
A2832;15800;102552;138171;HomeImp;ProfExe;13;0;0;116.76318442;4;21;35.113150487
A2833;15800;58388;100944;HomeImp;Other;0;0;3;51.525147534;1;10;39.862520135
A2836;15800;94363;128434;DebtCon;Mgr;4;;;241.73612588;2;42;39.221891679
A2844;15900;95120;114674;DebtCon;Office;4;0;1;278.89205929;0;34;28.232296781
A2845;15900;46731;71521;DebtCon;ProfExe;18;0;0;192.14423547;0;22;40.361769906
A2848;15900;52012;105877;HomeImp;Other;0;0;2;50.53156169;1;10;40.392256543
A2849;15900;50715;70467;DebtCon;Other;0;;1;285.38692871;0;10;36.050382369
A2851;15900;94108;113888;HomeImp;Office;2;0;0;140.51005382;0;21;36.318788182
A2852;15900;38514;50309;DebtCon;Other;6;1;0;101.82614234;1;16;38.877808385
A2853;15900;79660;96393;DebtCon;Other;4;2;0;84.205779001;1;21;22.113193096
A2854;15900;102564;120724;DebtCon;ProfExe;0;0;0;125.83407016;0;30;37.993775785
A2856;15900;101412;119751;DebtCon;Other;9;0;0;299.95309804;2;18;30.1768704
A2860;15900;69548;89775;DebtCon;Other;1;0;0;230.67308026;2;25;30.108317431
A2866;15900;68304;92271;DebtCon;Other;1;1;2;113.22840343;2;25;32.881846931
A2872;15900;19639;171350;HomeImp;Self;8;0;0;311.31036041;0;26;26.876729861
A2894;16000;69322;106189;HomeImp;ProfExe;2;1;1;238.4;0;31;
A2900;16000;;33382;DebtCon;Other;13;;;84.93118132;1;9;33.720783378
A2905;16000;77067;94613;DebtCon;Other;5;0;0;207.4133904;3;18;41.058989067
A2920;16100;99844;114647;DebtCon;Other;11;0;0;169.983556;0;27;33.523278536
A2923;16100;63152;85097;DebtCon;Office;5;0;0;102.40089779;1;20;24.175532914
A2929;16100;41379;57862;DebtCon;Other;17;0;0;282.00628942;0;21;30.708487401
A2937;16100;68905;91572;DebtCon;Office;3;0;0;165.45712458;0;25;24.920119989
A2941;16200;62258;92595;DebtCon;Office;2;0;0;177.85421954;0;25;22.21960047
A2949;16200;83448;135447;DebtCon;Mgr;17;0;5;129.78013164;9;19;45.554415483
A2951;16200;95465;114758;DebtCon;Other;7;0;0;298.46443532;2;19;32.622560102
A2958;16200;105502;117705;DebtCon;Other;0;0;0;125.24258861;2;21;38.810661707
A2964;16300;22352;165315;HomeImp;Self;9;0;0;304.3346951;0;27;27.56242667
A2972;16300;43500;69875;DebtCon;ProfExe;5;0;0;245.53333333;3;32;
A2989;16400;54818;74447;DebtCon;Office;3;2;3;208.08886428;1;50;41.95642972
A2994;16400;57651;76854;DebtCon;Office;1;0;0;172.2000922;0;25;31.819622172
A2996;16400;81700;109025;DebtCon;ProfExe;10;0;0;155.26666667;3;19;
A2999;16400;107669;115881;DebtCon;Other;0;0;0;136.81211951;1;21;39.699961675
A3001;16400;58664;89589;DebtCon;Office;27;0;0;211.44110206;0;21;34.256364885
A3002;16400;71906;86144;DebtCon;Office;2;0;0;126.17015231;1;20;23.698007625
A3013;16500;44110;65748;DebtCon;Other;7;0;0;99.193552575;3;14;41.415631251
A3017;16500;97010;128101;DebtCon;Mgr;9;;;250.68186198;2;41;36.933331164
A3019;16500;92900;116000;DebtCon;Mgr;10;1;;83.166666667;1;27;
A3034;16500;52030;158296;DebtCon;ProfExe;20;0;0;218.53926573;0;27;22.484791751
A3043;16500;;29168;DebtCon;Other;11;;;102.1303682;2;8;31.566885272
A3044;16500;45441;76145;DebtCon;Mgr;4;0;0;124.03338316;1;8;28.173450676
A3048;16600;95860;123546;DebtCon;Office;0;;2;252.75748794;1;29;40.608567483
A3052;16600;102543;119493;DebtCon;Office;3;0;0;276.69318517;0;33;29.284071859
A3057;16600;;50732;DebtCon;Office;0;0;0;96.362894746;2;9;42.399139279
A3066;16700;64862;107919;HomeImp;ProfExe;10;0;0;260.15854779;0;11;36.824339033
A3080;16700;29404;45209;DebtCon;ProfExe;20;0;1;195.55232961;2;16;31.058084364
A3087;16800;44983;65000;DebtCon;Sales;4;2;1;77.033333333;6;43;
A3091;16800;50050;140222;DebtCon;Other;4;0;0;272.49983533;5;43;40.033378243
A3094;16800;16204;27781;HomeImp;Other;1;10;0;190.57709682;0;9;27.146885648
A3106;16800;144756;183810;DebtCon;Mgr;11;0;0;243.54225494;0;20;26.733982835
A3111;16900;30856;56961;HomeImp;Other;11;0;0;116.81770737;1;10;20.344582168
A3112;16900;71672;96677;DebtCon;Other;1;0;0;153.79169482;0;30;35.327836168
A3114;16900;31143;75125;HomeImp;Other;;1;0;237.17904542;0;49;42.132280565
A3131;17000;;;HomeImp;;1;0;0;111.23501181;0;21;31.362872385
A3132;17000;70039;100993;HomeImp;ProfExe;7;0;0;261.91131698;1;11;36.56433032
A3135;17000;83248;95886;DebtCon;ProfExe;8;0;2;349.43007938;;41;36.05994724
A3137;17000;125728;159770;DebtCon;Mgr;;0;0;228.42238215;0;18;37.008373781
A3139;17000;134689;158661;DebtCon;Mgr;;0;0;227.39546465;0;19;36.425571756
A3146;17000;6778;60065;DebtCon;Sales;0;0;0;326.51841443;0;5;38.836601841
A3147;17000;26228;60979;HomeImp;ProfExe;7;0;0;188.24761053;0;13;29.628676491
A3151;17000;60483;85015;HomeImp;ProfExe;4;0;0;116.52526509;0;12;27.29874318
A3158;17000;12613;85000;DebtCon;Other;21;0;0;226.36666667;3;41;
A3161;17000;74910;112375;DebtCon;Office;41;0;0;95.2;3;28;
A3162;17000;87600;110000;DebtCon;Other;0.4;6;0;180.56666667;2;46;
A3171;17000;96065;116416;DebtCon;Other;14;0;0;125.67306046;2;8;34.756185805
A3174;17000;170636;188899;DebtCon;;1;4;0;67.408284966;1;13;44.751572195
A3178;17000;25638;128433;DebtCon;Other;10;0;0;367.6645206;0;9;39.106896383
A3180;17100;48471;71546;DebtCon;ProfExe;5;0;1;254.0957007;3;32;29.818743539
A3185;17100;53983;73688;DebtCon;Other;5;;;95.523512118;0;9;36.920385648
A3198;17100;117337;131575;DebtCon;;16;0;0;177.62943226;0;17;39.176432459
A3210;17200;43996;79419;DebtCon;Mgr;5;0;0;140.97340097;0;9;28.662173401
A3222;17200;90567;118761;DebtCon;Other;14;0;0;139.34017022;2;9;34.784870381
A3229;17300;40280;66319;DebtCon;;4;0;0;101.32557693;2;9;27.975935447
A3239;17300;65444;91244;DebtCon;ProfExe;8;0;0;202.04968272;0;19;21.573385223
A3246;17300;32736;49100;DebtCon;ProfExe;4;0;0;262.94843765;0;34;38.563080996
A3247;17300;57358;71617;DebtCon;Office;0;0;0;194.29333919;0;25;30.53780606
A3248;17300;51107;64135;HomeImp;Office;4;0;0;115.00219496;0;17;32.251086122
A3258;17400;11147;166496;HomeImp;Mgr;23;0;0;73.467517761;1;19;29.531664151
A3259;17400;42876;66085;DebtCon;Mgr;26;0;0;281.57815248;1;16;38.027521678
A3261;17400;54161;75500;DebtCon;Office;4;0;0;23.333333333;5;11;
A3265;17400;113890;135146;DebtCon;;16;0;0;174.10145958;1;17;37.6335491
A3269;17400;166345;202989;DebtCon;ProfExe;10;0;0;276.06634632;0;37;24.356593557
A3274;17400;79623;113658;DebtCon;Other;0;0;2;212.12914517;2;25;35.106719635
A3280;17500;76100;98500;DebtCon;Other;5;10;1;59.833333333;5;16;
A3287;17500;56647;78000;DebtCon;ProfExe;11;3;2;92.3;7;29;
A3291;17500;85183;108948;HomeImp;ProfExe;4;0;0;125.10948564;1;25;37.103025992
A3295;17500;103562;130613;DebtCon;Other;1;0;0;288.00847827;0;47;39.358357532
A3297;17500;23288;94904;DebtCon;ProfExe;8;0;0;145.12073677;0;20;29.675382217
A3298;17600;39057;50933;DebtCon;ProfExe;6;0;0;239.20163009;1;35;39.301070716
A3299;17600;53707;80407;DebtCon;Other;17;1;0;185.97822083;0;21;36.494053926
A3302;17600;62996;86817;HomeImp;ProfExe;12;0;1;152.78264779;0;14;29.203654576
A3303;17600;73354;96526;DebtCon;Other;0;0;0;147.13452582;1;18;33.052493205
A3322;17700;10847;94611;HomeImp;Other;14;0;1;271.39666705;0;22;27.283395304
A3326;17700;93302;116668;DebtCon;Other;20;0;0;283.04094598;0;16;25.225910201
A3335;17700;58016;76416;DebtCon;Office;4;0;0;28.011491753;5;10;41.463373328
A3337;17700;;55796;DebtCon;Office;1;0;0;85.183412567;2;8;40.20948611
A3338;17700;56375;90435;DebtCon;Office;0;0;0;70.225870315;0;23;36.023276773
A3349;17800;58942;91483;HomeImp;ProfExe;5;0;0;123.73667435;0;13;28.155959991
A3366;17900;97335;167384;;Other;;0;;250.48710842;;24;39.15632328
A3376;17900;110332;130756;DebtCon;Other;2;0;1;288.65558416;1;47;41.946375198
A3378;17900;;31953;HomeImp;Other;10;0;1;74.429307591;1;2;29.975603348
A3382;18000;97523;130166;DebtCon;Mgr;5;;;247.97282353;3;42;40.591687385
A3385;18000;;53365;DebtCon;Other;;;;340.46080102;;17;30.575650029
A3387;18000;88509;112933;DebtCon;ProfExe;4;0;0;150.80236935;1;21;23.200941214
A3388;18000;84824;115146;DebtCon;Other;21;0;0;293.98043579;0;16;27.097523474
A3390;18000;46865;61266;DebtCon;;5;0;0;102.59467389;2;9;26.353753375
A3391;18000;105000;172500;DebtCon;Office;6;0;0;219.16666667;4;24;
A3395;18000;124000;195000;HomeImp;ProfExe;13;0;0;202.9;0;22;
A3401;18000;12900;21500;HomeImp;Office;5;3;0;109.56666667;0;33;
A3403;18000;99401;140000;DebtCon;Other;8.9;2;0;150.1;3;20;
A3404;18000;39005;60000;DebtCon;Other;10;2;0;112.63333333;5;5;
A3409;18000;48724;72654;DebtCon;Other;7;0;0;62.088605958;0;4;31.570298921
A3414;18000;50409;78404;DebtCon;ProfExe;9;0;0;191.28207894;0;42;39.483023972
A3420;18100;144692;183630;DebtCon;Mgr;11;0;0;256.2054726;0;21;27.384116512
A3421;18100;53524;102133;HomeImp;Other;0;0;3;52.94238739;1;9;40.616797274
A3422;18100;46145;72200;DebtCon;ProfExe;11;0;0;178.19207766;0;42;40.574022482
A3433;18100;27239;39723;DebtCon;Mgr;17;0;0;111.53221405;1;16;24.449452808
A3437;18200;50250;72000;DebtCon;Mgr;10;2;0;75.066666667;3;28;
A3438;18200;93702;158647;HomeImp;ProfExe;4;0;1;96.177793274;0;16;34.709935978
A3439;18200;16386;170310;HomeImp;Mgr;23;0;0;73.007277303;2;20;29.804601445
A3444;18200;94727;136877;DebtCon;Mgr;15;0;0;168.95996818;2;26;36.056437467
A3445;18200;55406;78682;DebtCon;Other;;0;0;122.71770946;0;39;33.693831299
A3449;18200;61690;89963;HomeImp;ProfExe;15;0;2;157.40967898;0;14;27.946675965
A3450;18200;61554;94510;DebtCon;Office;2;0;0;161.35269333;0;24;23.896554711
A3457;18200;78077;105522;DebtCon;ProfExe;0;0;0;278.44302157;2;22;38.939650897
A3459;18200;39109;62371;HomeImp;Other;25;0;0;268.19826067;0;13;24.748181035
A3467;18300;63351;87645;DebtCon;Other;1;0;0;324.614647;3;15;43.90230255
A3470;18300;31427;60249;DebtCon;Other;16;0;0;110.55227739;0;18;40.00125599
A3471;18300;35975;60500;DebtCon;Office;13;0;2;118.66666667;1;22;
A3472;18300;60100;82506;DebtCon;ProfExe;10;3;1;171.46666667;2;64;
A3483;18400;88352;110216;HomeImp;Other;1;0;0;376.72364282;3;31;47.830671133
A3485;18400;63569;95729;HomeImp;ProfExe;23;0;0;237.2759487;0;23;38.41536702
A3487;18400;99902;125249;DebtCon;Office;26;0;0;294.42411801;2;16;33.488547383
A3493;18400;16756;66340;DebtCon;Office;;0;0;239.84485263;0;21;38.662629402
A3497;18400;75491;101745;DebtCon;ProfExe;0;0;0;279.37005066;1;20;38.750299661
A3503;18500;26389;85552;DebtCon;ProfExe;7;0;0;152.04065885;1;21;27.356208077
A3518;18500;90150;122767;DebtCon;ProfExe;12;;;135.57297776;;25;33.46387238
A3525;18600;58992;86816;DebtCon;;4;0;0;103.50429531;0;16;40.956598244
A3534;18600;39783;59196;DebtCon;Other;17;0;0;279.81006654;0;21;29.774806835
A3553;18700;11886;63762;DebtCon;Sales;0;0;0;315.2604995;0;5;39.675833586
A3556;18700;99003;162566;;Other;;1;;252.26379877;;23;39.209039167
A3567;18700;59929;89526;DebtCon;Office;0;0;0;64.454725278;0;22;35.087348647
A3568;18700;87958;114696;DebtCon;Other;20;0;0;301.9122949;0;17;24.415219692
A3570;18700;39821;60672;HomeImp;Other;26;0;0;243.86876302;0;14;23.35928056
A3578;18800;98582;122597;HomeImp;Mgr;1;0;0;307.52479033;1;20;39.394168925
A3580;18800;66562;90325;DebtCon;Other;0;1;1;112.90326219;2;25;33.162271481
A3581;18800;63836;87000;DebtCon;Other;8;2;1;110.56666667;2;33;
A3586;18900;127269;203737;HomeImp;ProfExe;14;0;0;206.20003676;0;21;36.272858359
A3593;18900;154563;198790;DebtCon;Other;7;0;0;;1;15;29.47261446
A3601;18900;;75252;DebtCon;;;;;;;;42.919604974
A3604;18900;69325;102438;DebtCon;Other;;2;1;222.65227491;2;13;43.524097796
A3606;18900;101289;127485;HomeImp;Mgr;0;0;0;319.25081591;0;19;42.723232206
A3607;18900;52640;113391;DebtCon;ProfExe;16;0;0;257.52379662;0;19;27.792323705
A3613;19000;7524;28639;DebtCon;Other;;0;0;60.328252745;1;18;42.358461482
